ID,Precision,Category,Latency_s,Net_Energy_J,Power_W,T1_CA,T1_CC,T1_SQ,T1_LA,T2_CA,T2_CC,T2_SQ,T2_LA,T3_CA,T3_CC,T3_SQ,T3_LA,T4_CA,T4_CC,T4_SQ,T4_LA,T5_CA,T5_CC,T5_SQ,T5_LA,T6_CA,T6_CC,T6_SQ,T6_LA,T7_CA,T7_CC,T7_SQ,T7_LA,T8_CA,T8_CC,T8_SQ,T8_LA,T9_CA,T9_CC,T9_SQ,T9_LA,T10_CA,T10_CC,T10_SQ,T10_LA,GPT4_CA,GPT4_CC,GPT4_SQ,GPT4_LA,Claude_CA,Claude_CC,Claude_SQ,Claude_LA,Gemini_CA,Gemini_CC,Gemini_SQ,Gemini_LA,Human_mean_CA,AI_mean_CA,Weighted_CA,Human_mean_CC,AI_mean_CC,Weighted_CC,Human_mean_SQ,AI_mean_SQ,Weighted_SQ,Human_mean_LA,AI_mean_LA,Weighted_LA,Qped,LpW
210,FP16,Programming-CS,7.0431,274.457,38.97,9,7,6,9,7,9,8,9,10,7,8,9,8,9,9,9,10,10,9,10,8,7,6,7,6,9,8,7,7,7,5,7,9,9,9,10,9,9,8,9,9,8,6,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.3,8.6667,8.4467,7.6,7.6667,7.6267,8.6,9.0,8.76,8.3533,0.0043
211,FP16,Programming-CS,16.5531,648.8802,39.2,8,7,6,9,8,9,8,8,10,8,9,9,8,10,8,10,10,10,8,10,8,8,4,7,8,8,8,6,6,7,5,8,8,9,9,10,8,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.2,9.0,8.52,8.5,8.6667,8.5667,7.3,8.0,7.58,8.6,9.0,8.76,8.3567,0.0008
212,FP16,Programming-CS,16.4235,643.1345,39.16,8,8,6,9,7,9,9,8,10,8,8,10,9,10,8,9,9,10,7,10,8,8,6,7,7,8,8,7,6,7,6,6,10,9,9,10,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.6,8.3333,8.4933,7.5,8.0,7.7,8.5,8.6667,8.5667,8.335,0.0008
213,FP16,Programming-CS,8.8939,344.4697,38.73,8,8,7,8,7,9,8,8,10,9,8,9,8,9,7,9,9,10,10,10,8,8,6,7,8,7,8,8,7,6,6,10,8,10,10,9,9,9,8,8,9,8,6,9,9,8,8,8,9,9,8,9,8.2,9.0,8.52,8.5,8.3333,8.4333,7.8,7.3333,7.6133,8.6,8.6667,8.6267,8.2983,0.0027
214,FP16,Programming-CS,16.583,647.0897,39.02,8,7,8,8,8,9,8,8,10,7,7,9,7,10,9,9,10,10,9,10,8,7,6,7,7,10,9,7,7,6,6,7,9,10,10,10,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.5,8.3333,8.4333,8.0,8.0,8.0,8.4,8.6667,8.5067,8.38,0.0008
215,FP16,Programming-CS,16.5688,700.8251,42.3,8,8,9,9,8,8,7,8,10,8,9,9,8,10,7,9,10,10,10,10,8,9,5,7,7,9,8,7,6,6,6,7,10,9,8,10,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.6,8.3333,8.4933,7.7,7.3333,7.5533,8.5,8.6667,8.5667,8.3133,0.0007
216,FP16,Programming-CS,16.4879,648.1747,39.31,9,7,8,8,7,8,8,8,10,8,8,9,9,10,8,9,9,10,10,10,9,7,7,6,8,8,9,7,7,6,5,8,10,10,9,9,9,9,7,9,9,8,6,9,9,9,9,9,9,9,8,9,8.7,9.0,8.82,8.3,8.6667,8.4467,7.9,7.6667,7.8067,8.3,9.0,8.58,8.4133,0.0008
217,FP16,Programming-CS,16.6638,644.9094,38.7,6,6,5,7,6,6,6,8,8,5,6,7,6,6,5,8,7,6,5,10,5,6,4,6,5,6,6,7,5,4,2,8,8,6,7,9,7,6,5,7,9,8,6,9,5,4,4,5,8,7,5,8,6.3,7.3333,6.7133,5.7,6.3333,5.9533,5.1,5.0,5.06,7.7,7.3333,7.5533,6.32,0.0006
218,FP16,Programming-CS,16.2589,634.0711,39.0,9,8,8,8,6,8,9,9,10,7,8,9,8,9,7,8,10,10,8,10,8,8,7,7,8,9,10,7,7,5,6,6,10,8,10,8,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.1,8.6667,8.3267,8.1,7.3333,7.7933,8.1,9.0,8.46,8.32,0.0008
219,FP16,Programming-CS,16.4754,647.9775,39.33,9,9,7,8,6,8,8,9,10,8,8,8,8,9,7,9,9,9,9,9,8,9,6,6,8,10,9,8,6,6,6,7,10,10,10,10,8,9,8,9,9,8,8,9,8,8,7,8,9,9,8,9,8.2,8.6667,8.3867,8.7,8.3333,8.5533,7.8,7.6667,7.7467,8.3,8.6667,8.4467,8.2833,0.0008
220,FP16,Programming-CS,16.3516,639.6935,39.12,8,8,8,9,6,8,8,8,10,9,8,9,8,10,8,9,10,9,10,10,8,8,6,7,7,8,7,8,6,6,6,6,9,9,10,10,9,8,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.3,8.3333,8.3133,7.9,8.0,7.94,8.5,8.6667,8.5667,8.32,0.0008
221,FP16,Programming-CS,17.0183,662.4886,38.93,8,8,7,8,8,9,8,7,9,7,7,9,7,10,8,9,8,10,9,10,8,8,7,6,8,9,9,7,7,6,6,8,9,10,9,9,9,9,8,8,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.6,8.3333,8.4933,7.8,8.0,7.88,8.1,8.6667,8.3267,8.29,0.0007
222,FP16,Programming-CS,16.5373,645.4337,39.03,7,4,3,7,6,6,6,7,8,5,5,8,5,6,5,8,7,6,4,10,7,5,3,6,6,5,4,7,5,4,3,7,9,5,7,9,7,5,6,8,9,8,6,9,9,9,8,9,7,6,5,8,6.7,8.3333,7.3533,5.1,7.6667,6.1267,4.6,6.3333,5.2933,7.7,8.6667,8.0867,6.715,0.0006
223,FP16,Programming-CS,16.3665,637.9956,38.98,9,7,7,8,6,9,8,8,10,9,9,8,8,10,8,8,10,10,9,10,9,8,5,8,8,7,9,7,7,6,6,7,10,9,9,9,9,9,8,8,9,8,6,9,9,9,9,9,9,9,8,9,8.6,9.0,8.76,8.4,8.6667,8.5067,7.8,7.6667,7.7467,8.1,9.0,8.46,8.3683,0.0008
224,FP16,Programming-CS,16.1225,632.5707,39.24,7,6,6,8,4,5,6,7,8,4,5,7,6,6,4,7,7,5,7,10,7,5,4,5,6,6,6,6,4,3,4,6,7,6,6,8,7,6,5,8,9,8,6,9,9,8,8,8,7,5,4,8,6.3,8.3333,7.1133,5.2,7.0,5.92,5.3,6.0,5.58,7.2,8.3333,7.6533,6.5667,0.0006
225,FP16,Programming-CS,16.7237,651.8214,38.98,9,8,6,8,7,8,8,7,9,10,8,9,7,9,8,9,10,10,10,10,7,9,6,7,7,8,9,7,7,7,5,8,9,9,8,8,9,8,8,8,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.6,8.3333,8.4933,7.6,8.0,7.76,8.1,8.6667,8.3267,8.26,0.0008
226,FP16,Programming-CS,16.0934,634.7633,39.44,8,8,7,8,7,9,10,8,10,8,8,9,8,10,7,8,10,10,9,10,7,8,5,7,7,8,9,7,6,7,7,7,10,9,9,8,9,9,8,9,9,8,6,9,9,9,9,9,9,9,8,9,8.2,9.0,8.52,8.6,8.6667,8.6267,7.9,7.6667,7.8067,8.1,9.0,8.46,8.3533,0.0008
227,FP16,Programming-CS,16.2744,634.8431,39.01,9,8,7,8,8,8,8,8,9,6,8,9,7,9,9,8,10,10,8,10,8,8,8,8,8,8,8,6,7,7,6,7,10,10,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.3,8.6667,8.4467,7.9,7.3333,7.6733,8.2,9.0,8.52,8.335,0.0008
228,FP16,Programming-CS,16.3164,635.1714,38.93,9,7,7,8,6,8,9,8,9,9,8,9,8,10,9,10,9,10,8,10,9,8,6,7,8,8,8,7,6,6,5,7,10,10,9,8,9,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.5,8.6667,8.5667,7.7,8.0,7.82,8.3,9.0,8.58,8.3867,0.0008
229,FP16,Programming-CS,16.5126,643.9328,39.0,9,8,8,9,7,8,7,7,10,7,8,9,8,10,8,9,10,10,8,10,9,8,5,6,7,9,8,8,7,6,5,7,9,8,9,9,9,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.2,8.3333,8.2533,7.4,7.3333,7.3733,8.3,8.6667,8.4467,8.1933,0.0008
230,FP16,Programming-CS,16.8532,660.5637,39.2,9,6,7,8,8,9,7,9,10,8,8,9,8,10,8,10,9,10,8,10,8,9,7,6,8,8,9,7,7,7,6,8,9,10,10,9,9,9,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.6,8.6667,8.6267,7.8,8.0,7.88,8.5,9.0,8.7,8.4767,0.0008
231,FP16,Programming-CS,16.8003,656.0552,39.05,7,4,5,8,6,4,6,8,8,7,5,8,5,7,4,8,7,7,6,10,7,5,3,5,4,6,6,7,5,4,3,6,6,7,6,7,7,7,4,8,9,8,8,9,9,9,9,9,7,6,5,8,6.2,8.3333,7.0533,5.8,7.6667,6.5467,4.8,7.3333,5.8133,7.5,8.6667,7.9667,6.845,0.0006
232,FP16,Programming-CS,17.004,670.2829,39.42,9,7,8,9,8,9,8,8,10,7,8,9,6,9,8,9,10,9,9,10,8,8,6,8,7,8,9,7,6,6,5,7,8,9,10,10,8,8,7,9,9,8,8,9,9,9,9,9,9,9,8,9,8.0,9.0,8.4,8.0,8.6667,8.2667,7.8,8.3333,8.0133,8.6,9.0,8.76,8.36,0.0007
233,FP16,Programming-CS,16.6591,653.3172,39.22,6,5,6,7,4,6,6,7,8,4,5,7,6,7,6,9,8,6,5,9,6,6,4,5,6,6,5,6,5,4,2,6,6,6,6,8,7,6,4,8,9,8,8,9,9,9,8,9,7,5,4,8,6.2,8.3333,7.0533,5.6,7.3333,6.2933,4.9,6.6667,5.6067,7.2,8.6667,7.7867,6.685,0.0006
234,FP16,Programming-CS,16.5769,645.6905,38.95,9,8,8,9,7,8,8,7,9,9,8,9,6,10,9,9,10,10,9,10,9,9,6,8,7,8,8,7,6,7,6,7,9,10,10,9,9,8,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.1,9.0,8.46,8.7,8.6667,8.6867,8.0,8.3333,8.1333,8.4,9.0,8.64,8.48,0.0008
235,FP16,Programming-CS,16.802,653.8292,38.91,7,6,6,8,6,5,5,8,8,6,4,8,6,7,5,8,6,6,4,10,6,5,3,5,5,5,5,7,5,4,3,7,7,6,6,7,7,6,5,8,9,8,8,9,9,8,8,8,7,6,5,8,6.3,8.3333,7.1133,5.6,7.3333,6.2933,4.6,7.0,5.56,7.6,8.3333,7.8933,6.715,0.0006
236,FP16,Programming-CS,16.4504,642.9188,39.08,8,4,6,7,6,4,5,8,8,5,5,8,7,7,5,8,8,5,4,10,7,5,3,6,5,6,6,6,4,4,3,6,7,6,6,8,7,6,5,7,9,7,8,9,9,8,8,8,8,7,6,8,6.7,8.6667,7.4867,5.2,7.3333,6.0533,4.8,7.3333,5.8133,7.4,8.3333,7.7733,6.7817,0.0006
237,FP16,Programming-CS,16.1881,632.0748,39.05,6,5,4,6,6,5,6,8,8,5,5,7,7,7,5,8,9,7,5,10,6,5,3,6,5,5,5,7,6,3,3,6,8,6,5,9,7,6,5,8,9,8,6,9,9,9,8,9,7,6,5,8,6.8,8.3333,7.4133,5.4,7.6667,6.3067,4.6,6.3333,5.2933,7.5,8.6667,7.9667,6.745,0.0007
238,FP16,Programming-CS,16.5159,640.1859,38.76,10,6,6,9,9,8,8,7,10,8,7,9,8,10,8,8,10,10,9,10,8,9,6,7,7,8,8,7,6,7,5,7,8,9,9,9,9,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.3,8.3333,8.3133,7.4,7.3333,7.3733,8.2,8.6667,8.3867,8.1933,0.0008
239,FP16,Programming-CS,16.6984,658.7822,39.45,9,8,8,9,8,8,9,7,10,8,8,8,8,10,7,10,10,9,9,10,8,7,6,7,8,10,9,7,7,7,5,7,9,10,9,9,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.6,8.3333,8.4933,7.8,7.3333,7.6133,8.3,8.6667,8.4467,8.3283,0.0008
240,FP16,Programming-CS,16.6488,645.3088,38.76,9,9,9,9,8,8,7,9,9,8,8,8,8,9,8,9,9,10,8,10,7,8,6,7,8,9,9,6,6,7,5,8,8,10,9,9,9,9,8,8,9,8,8,9,9,9,8,9,9,9,8,9,8.1,9.0,8.46,8.7,8.6667,8.6867,7.7,8.0,7.82,8.3,9.0,8.58,8.3867,0.0008
241,FP16,Programming-CS,17.0855,723.058,42.32,9,7,8,8,8,9,9,9,10,8,8,8,7,10,8,8,9,9,8,10,8,8,5,7,7,9,9,8,6,7,6,8,9,10,10,8,9,9,8,8,9,8,8,9,9,9,8,9,9,9,8,9,8.2,9.0,8.52,8.6,8.6667,8.6267,7.9,8.0,7.94,8.2,9.0,8.52,8.4017,0.0007
242,FP16,Programming-CS,16.742,655.6495,39.16,8,7,7,9,7,8,8,7,10,9,9,8,8,10,8,10,10,10,9,10,8,7,6,7,7,8,9,7,7,6,6,7,10,10,9,9,9,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.4,9.0,8.64,8.4,8.6667,8.5067,7.9,8.3333,8.0733,8.3,9.0,8.58,8.45,0.0008
243,FP16,Programming-CS,16.4172,638.7799,38.91,8,8,9,8,7,8,9,9,10,8,8,9,6,10,8,9,10,10,8,10,7,9,6,7,6,9,8,7,7,7,6,7,9,10,9,9,8,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,7.8,9.0,8.28,8.8,8.6667,8.7467,7.9,8.3333,8.0733,8.4,9.0,8.64,8.435,0.0008
244,FP16,Programming-CS,16.5504,646.8649,39.08,7,4,5,7,5,5,6,7,8,5,7,8,5,7,5,8,8,6,5,10,7,7,3,6,6,5,6,6,5,4,2,6,7,6,6,7,6,6,5,8,9,7,8,9,9,8,8,8,8,7,6,8,6.4,8.6667,7.3067,5.5,7.3333,6.2333,5.0,7.3333,5.9333,7.3,8.3333,7.7133,6.7967,0.0006
245,FP16,Programming-CS,16.7714,649.2548,38.71,8,8,8,8,7,7,8,8,10,9,7,8,8,10,9,9,10,9,7,10,8,8,6,7,7,9,8,7,6,6,6,8,10,9,9,8,9,9,8,8,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.4,8.6667,8.5067,7.6,7.3333,7.4933,8.1,9.0,8.46,8.26,0.0008
246,FP16,Programming-CS,16.4272,645.85,39.32,6,5,4,8,4,4,5,7,8,4,5,7,8,8,4,8,7,6,6,10,6,6,4,6,5,6,5,5,5,4,4,7,8,8,6,8,7,6,5,8,9,8,8,9,5,4,4,5,8,7,6,8,6.4,7.3333,6.7733,5.7,6.3333,5.9533,4.8,6.0,5.28,7.4,7.3333,7.3733,6.345,0.0006
247,FP16,Programming-CS,16.5407,645.0987,39.0,8,9,8,9,8,10,9,8,10,8,7,9,7,10,8,9,10,10,8,10,8,9,7,7,8,9,8,7,6,7,5,6,9,9,9,9,8,9,8,8,9,8,8,9,7,6,6,7,9,9,8,9,8.2,8.3333,8.2533,9.0,7.6667,8.4667,7.7,7.3333,7.5533,8.2,8.3333,8.2533,8.1317,0.0008
248,FP16,Programming-CS,16.0822,618.9207,38.48,8,9,8,8,6,8,9,8,9,10,8,9,9,9,7,8,10,10,9,10,8,9,6,8,7,8,8,8,6,6,5,8,7,9,9,10,9,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,7.9,9.0,8.34,8.7,8.3333,8.5533,7.6,8.0,7.76,8.6,8.6667,8.6267,8.32,0.0008
249,FP16,Programming-CS,16.1987,639.5838,39.48,9,6,7,9,8,8,8,8,10,8,8,9,8,10,8,8,10,10,8,10,8,9,7,8,6,9,9,8,7,7,5,7,9,8,9,9,8,9,8,9,9,7,8,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.4,8.3333,8.3733,7.7,8.3333,7.9533,8.5,9.0,8.7,8.4017,0.0008
250,FP16,Programming-CS,16.7767,654.7955,39.03,8,8,9,8,6,7,8,8,9,7,9,9,7,10,8,9,10,10,7,10,8,8,6,8,7,10,8,8,7,6,5,6,9,8,9,9,9,9,8,8,9,8,8,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.3,8.3333,8.3133,7.7,8.0,7.82,8.3,8.6667,8.4467,8.245,0.0008
251,FP16,Programming-CS,16.6301,641.3206,38.56,8,7,8,8,6,8,10,7,10,7,8,9,8,10,8,9,10,9,8,10,8,7,6,8,5,8,9,8,6,6,5,6,9,10,8,9,9,9,9,9,9,8,8,9,9,9,8,9,9,9,8,9,7.9,9.0,8.34,8.1,8.6667,8.3267,7.9,8.0,7.94,8.3,9.0,8.58,8.2967,0.0008
252,FP16,Programming-CS,16.3948,641.0745,39.1,9,8,8,8,6,8,9,9,10,8,9,8,8,10,7,8,10,10,10,10,8,8,5,7,9,8,9,8,7,6,5,8,10,8,10,10,9,8,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.6,9.0,8.76,8.2,8.6667,8.3867,8.0,7.3333,7.7333,8.5,9.0,8.7,8.395,0.0008
253,FP16,Programming-CS,16.7476,651.3194,38.89,7,5,6,7,6,5,7,6,8,6,4,8,6,7,5,8,8,6,5,10,7,6,4,6,6,5,6,7,5,4,4,6,7,6,6,9,7,6,5,8,9,8,6,9,9,9,9,9,7,6,5,8,6.7,8.3333,7.3533,5.6,7.6667,6.4267,5.2,6.6667,5.7867,7.5,8.6667,7.9667,6.8833,0.0006
254,FP16,Programming-CS,17.0602,722.1924,42.33,9,9,9,8,8,8,8,9,10,9,8,9,8,9,7,9,10,9,7,10,9,8,7,7,7,8,8,7,6,7,4,8,9,8,9,9,9,9,9,8,9,8,6,9,9,9,9,9,9,9,8,9,8.5,9.0,8.7,8.4,8.6667,8.5067,7.6,7.6667,7.6267,8.4,9.0,8.64,8.3683,0.0007
255,FP16,Programming-CS,16.7155,648.9228,38.82,9,7,6,9,7,8,8,8,10,6,9,8,7,9,8,10,10,9,7,10,8,8,6,6,6,9,8,8,7,5,5,6,10,9,10,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,7.9,8.6667,8.2067,7.5,7.3333,7.4333,8.3,9.0,8.58,8.2,0.0008
256,FP16,Programming-CS,16.5689,700.2568,42.26,8,7,7,8,7,8,9,9,10,8,9,10,8,10,7,9,10,10,8,10,8,8,7,7,8,8,8,7,6,6,6,7,9,9,9,10,9,9,8,8,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.3,8.6667,8.4467,7.8,7.3333,7.6133,8.5,9.0,8.7,8.335,0.0007
257,FP16,Programming-CS,16.5525,647.6247,39.13,8,7,7,8,8,9,8,9,9,7,7,9,10,10,8,8,9,9,8,10,8,8,6,7,6,8,9,8,7,5,5,7,10,9,9,9,9,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.0,8.3333,8.1333,7.5,7.3333,7.4333,8.4,8.6667,8.5067,8.1783,0.0008
258,FP16,Programming-CS,16.8625,655.5646,38.88,9,7,8,9,7,9,8,6,10,9,8,9,7,10,7,8,10,10,9,10,7,9,5,7,8,8,9,8,5,6,5,7,10,10,9,9,9,9,8,8,9,8,8,9,9,9,9,9,9,9,8,9,8.2,9.0,8.52,8.7,8.6667,8.6867,7.6,8.3333,7.8933,8.1,9.0,8.46,8.39,0.0008
259,FP16,Programming-CS,16.4493,645.5897,39.25,9,8,8,9,8,9,9,8,10,7,8,9,8,10,8,8,9,8,10,10,8,9,5,7,8,8,8,6,6,6,5,7,10,9,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.3,8.6667,8.4467,7.8,7.3333,7.6133,8.2,9.0,8.52,8.32,0.0008
260,FP16,Programming-CS,16.4431,639.1114,38.87,9,9,8,8,9,10,10,9,10,7,9,9,7,10,8,9,10,9,9,10,8,7,6,7,8,9,8,8,6,7,5,8,9,9,10,8,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.6,8.3333,8.4933,8.1,7.3333,7.7933,8.5,8.6667,8.5667,8.3883,0.0008
261,FP16,Programming-CS,16.3915,639.4645,39.01,9,8,7,10,8,7,8,9,9,8,8,9,9,10,8,8,10,8,7,10,7,9,6,6,7,8,9,8,6,5,6,7,9,9,8,9,9,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.1,8.6667,8.3267,7.5,8.3333,7.8333,8.5,9.0,8.7,8.36,0.0008
262,FP16,Programming-CS,16.3971,701.4918,42.78,8,9,7,8,7,8,9,9,10,9,8,10,9,10,8,8,10,10,9,10,8,9,6,7,7,9,8,7,6,6,5,8,9,9,9,10,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.8,8.6667,8.7467,7.7,7.3333,7.5533,8.6,9.0,8.76,8.41,0.0007
263,FP16,Programming-CS,16.571,643.1117,38.81,9,7,9,8,8,7,7,9,10,9,8,9,7,10,8,9,9,10,9,10,8,8,6,7,8,10,8,8,6,7,6,8,10,8,9,9,9,8,8,8,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.4,8.3333,8.3733,7.8,7.3333,7.6133,8.5,8.6667,8.5667,8.2983,0.0008
264,FP16,Programming-CS,16.9258,717.5598,42.39,7,4,5,7,6,6,7,7,8,5,5,8,7,6,6,9,6,7,6,10,7,5,3,6,5,5,6,6,4,4,4,7,8,6,6,8,7,6,5,8,9,8,6,9,9,9,8,9,7,6,5,8,6.5,8.3333,7.2333,5.4,7.6667,6.3067,5.3,6.3333,5.7133,7.6,8.6667,8.0267,6.82,0.0006
265,FP16,Programming-CS,16.7127,648.4663,38.8,8,9,8,8,7,7,9,9,10,7,8,9,8,10,8,8,9,8,9,10,7,8,5,8,8,10,8,7,6,7,6,7,9,8,8,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.1,9.0,8.46,8.3,8.6667,8.4467,7.7,7.3333,7.5533,8.4,9.0,8.64,8.275,0.0008
266,FP16,Programming-CS,17.0594,670.2885,39.29,6,4,5,8,6,6,4,8,7,6,5,8,6,7,5,7,8,6,7,9,6,6,4,5,5,6,6,7,5,4,3,6,6,6,6,8,7,6,5,8,9,8,8,9,8,8,7,8,7,5,4,8,6.2,8.0,6.92,5.7,7.0,6.22,5.0,6.3333,5.5333,7.4,8.3333,7.7733,6.6117,0.0006
267,FP16,Programming-CS,16.4956,640.175,38.81,8,6,8,7,8,9,7,8,9,8,7,8,8,10,8,9,10,10,9,10,8,8,6,6,8,8,9,7,7,7,6,7,9,9,10,9,9,9,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.4,8.3333,8.3733,7.7,7.3333,7.5533,8.0,8.6667,8.2667,8.2083,0.0008
268,FP16,Programming-CS,16.3584,638.7955,39.05,9,7,7,8,7,9,9,9,10,6,8,8,8,10,8,8,9,8,9,10,7,9,6,7,7,9,8,7,7,6,6,7,8,9,9,9,9,8,9,8,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.1,8.3333,8.1933,7.9,8.0,7.94,8.1,8.6667,8.3267,8.23,0.0008
269,FP16,Programming-CS,16.5638,646.0245,39.0,7,5,5,8,6,6,5,8,7,6,5,7,7,7,5,8,9,7,4,10,7,5,3,6,5,6,4,7,5,3,3,6,6,5,6,8,7,6,5,8,9,8,6,9,9,8,8,8,8,7,6,8,6.6,8.6667,7.4267,5.6,7.6667,6.4267,4.5,6.6667,5.3667,7.6,8.3333,7.8933,6.7783,0.0006
270,FP16,Programming-CS,16.5091,650.0903,39.38,8,8,8,9,8,9,9,8,10,8,7,8,8,10,9,9,10,9,9,10,8,8,7,7,6,9,8,7,6,6,5,7,8,9,9,9,9,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.4,8.3333,8.3733,7.9,7.3333,7.6733,8.3,8.6667,8.4467,8.2383,0.0008
271,FP16,Programming-CS,16.7486,709.0294,42.33,8,6,4,9,7,7,6,7,9,7,6,8,7,8,5,9,8,8,7,9,7,7,4,6,7,7,7,6,4,5,4,6,9,7,7,8,8,7,6,8,9,8,6,9,9,8,8,8,8,8,7,8,7.4,8.6667,7.9067,6.9,8.0,7.34,5.6,7.0,6.16,7.6,8.3333,7.8933,7.325,0.0006
272,FP16,Programming-CS,16.6222,647.2267,38.94,7,6,6,8,5,5,6,7,8,6,6,8,6,6,6,8,8,7,5,10,7,6,4,6,6,5,6,7,5,5,2,7,8,6,6,8,7,6,5,8,9,8,8,9,9,9,9,9,8,7,6,8,6.7,8.6667,7.4867,5.8,8.0,6.68,5.2,7.6667,6.1867,7.7,8.6667,8.0867,7.11,0.0007
273,FP16,Programming-CS,16.3606,641.5029,39.21,7,4,6,8,6,6,5,7,7,6,5,9,4,6,4,8,7,7,5,10,7,5,4,5,6,6,5,8,4,3,3,8,8,6,6,7,7,5,5,8,9,8,6,9,9,9,8,9,7,6,5,8,6.3,8.3333,7.1133,5.4,7.6667,6.3067,4.8,6.3333,5.4133,7.8,8.6667,8.1467,6.745,0.0006
274,FP16,Programming-CS,15.9363,620.0565,38.91,7,4,4,8,5,6,5,8,8,3,5,9,7,6,5,9,8,5,6,10,6,5,4,7,4,5,5,6,5,4,3,8,8,7,6,9,7,6,5,7,9,8,8,9,9,8,7,8,8,7,6,8,6.5,8.6667,7.3667,5.1,7.6667,6.1267,4.8,7.0,5.68,8.1,8.3333,8.1933,6.8417,0.0007
275,FP16,Programming-CS,18.8575,707.579,37.52,8,8,8,9,8,9,8,7,10,9,8,10,8,10,8,9,10,10,9,10,8,8,6,7,6,8,9,7,6,6,6,8,9,10,10,8,8,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.1,9.0,8.46,8.7,8.6667,8.6867,8.0,8.3333,8.1333,8.4,9.0,8.64,8.48,0.0006
276,FP16,Programming-CS,20.7064,764.9201,36.94,7,5,4,6,5,6,6,8,8,5,4,9,6,7,3,7,7,6,6,9,7,6,5,6,6,5,7,6,5,4,3,6,8,6,7,8,7,6,5,8,9,8,6,9,9,8,8,8,8,7,6,8,6.6,8.6667,7.4267,5.6,7.6667,6.4267,5.0,6.6667,5.6667,7.3,8.3333,7.7133,6.8083,0.0004
277,FP16,Programming-CS,16.841,660.1758,39.2,8,7,6,9,6,8,9,8,10,8,8,9,7,10,8,8,10,10,9,10,9,8,6,7,7,8,7,8,7,6,6,8,9,10,10,9,9,8,8,9,9,8,8,9,9,9,8,9,9,9,8,9,8.2,9.0,8.52,8.3,8.6667,8.4467,7.7,8.0,7.82,8.5,9.0,8.7,8.3717,0.0008
278,FP16,Programming-CS,16.8479,717.545,42.59,9,7,8,9,8,8,8,8,9,8,8,9,8,9,8,8,10,9,8,10,8,9,6,7,8,9,8,8,6,7,5,8,9,10,9,9,9,8,7,8,9,8,8,9,9,9,8,9,9,9,8,9,8.4,9.0,8.64,8.4,8.6667,8.5067,7.5,8.0,7.7,8.4,9.0,8.64,8.3717,0.0007
